CLASS_CD	CLASS_COMMENT	SYSTEM_TYPE	CLASS_DTL_CD	DICT_NM	VIEW_ORDER	DEFAULT_FLG	CLASS_GRP_CD	CLASS_GRP_COMMENT	USE_FLG	DEFAULT_FLG	CLASS_GRP_CD	CLASS_GRP_COMMENT	USE_FLG	DEFAULT_FLG	CLASS_GRP_CD	CLASS_GRP_COMMENT	USE_FLG	DEFAULT_FLG
AFTER_DELIV_SLIP_OUT_TGT	検品後納品明細出力対象	base	1	ECお買上明細	1	0												
AFTER_DELIV_SLIP_OUT_TGT	検品後納品明細出力対象	base	2	納品明細	2	0												
AFTER_TAG_OUT_FLG	検品後荷札出力フラグ	base	0	出力しない	1	0												
AFTER_TAG_OUT_FLG	検品後荷札出力フラグ	base	1	バラ出荷検品後に出力	2	0												
AFTER_TAG_OUT_FLG	検品後荷札出力フラグ	base	2	ケース出荷検品後に出力	3	0												
AFTER_TAG_OUT_FLG	検品後荷札出力フラグ	base	3	バラ・ケース出荷検品後に出力	4	0												
ALLC_NG_DISPLAY	引当不可フラグ表示	base	0	表示	1	0												
ALLC_NG_DISPLAY	引当不可フラグ表示	base	1	非表示	2	0												
ALLC_NG_FLG	引当禁止フラグ	base	0	引当可能	1	0												
ALLC_NG_FLG	引当禁止フラグ	base	1	引当禁止	2	0												
ALLOC_SORT_KEY	引当ソートキー	base	limitDt	期限日	1	0												
ALLOC_SORT_KEY	引当ソートキー	base	locationCd	ロケーションCD	2	0												
ALLOC_SORT_KEY	引当ソートキー	base	locationOrder	ロケーション引当順序	3	0												
ALLOC_SORT_KEY	引当ソートキー	base	lot	ロット	4	0												
ALLOC_SORT_KEY	引当ソートキー	base	lotOrder	ロットソート順	5	0												
ALLOC_SORT_KEY	引当ソートキー	base	storeDt	入庫日	6	0												
ALLOC_SORT_KEY	引当ソートキー	base	storeLabelNo	入庫ラベルNo.	7	0												
ALLOC_SORT_KEY	引当ソートキー	base	zoneCd	ゾーンCD	8	0												
ALL_SHIPPING_FLG	全数出庫フラグ	base	0	部分出庫	1	0												
ALL_SHIPPING_FLG	全数出庫フラグ	base	1	全数出庫	2	0												
ARRIVAL_STORE_FORMAT	着店CDフォーマット	base	YMTFMT	ヤマト用変換フォーマット	1	0												
ARRIVAL_STORE_FORMAT	着店CDフォーマット	base	YUPKFMT	ゆうパック用変換フォーマット	2	0												
AUTO_EMG_SET_FLG	自動緊急フラグ設定フラグ	base	0	未使用	1	0												
AUTO_EMG_SET_FLG	自動緊急フラグ設定フラグ	base	1	使用	2	0												
AUTO_EMG_SET_TGT	自動緊急フラグ判断対象	base	1	積込予定時刻	1	0												
AUTO_EMG_SET_TGT	自動緊急フラグ判断対象	base	2	出荷予定時刻	2	0												
AUTO_PRINT_TARGET_FLG	自動印刷対象フラグ	base	0	自動印刷対象外	1	0												
AUTO_PRINT_TARGET_FLG	自動印刷対象フラグ	base	1	自動印刷対象	2	0												
AUTO_SHIP_INST_FLG	自動出庫指示フラグ	base	0	未使用	1	0												
AUTO_SHIP_INST_FLG	自動出庫指示フラグ	base	1	使用	2	0												
BARCODE_TYPE	バーコード種別	base	CODABAR	CODABAR(NW-7)	1	0												
BARCODE_TYPE	バーコード種別	base	CODE128	CODE128	2	0												
BARCODE_TYPE	バーコード種別	base	CODE39	CODE39	3	0												
BARCODE_TYPE	バーコード種別	base	ITF	ITF	4	0												
BARCODE_TYPE	バーコード種別	base	JAN	JAN(8or13)	5	0												
BATCH_PROGRESS_FLG	バッチ処理中フラグ	base	0	非処理中	1	0												
BATCH_PROGRESS_FLG	バッチ処理中フラグ	base	1	処理中	2	0												
BOX_SELECT_SKIP	荷材選択スキップ	base	0	スキップしない	1	0												
BOX_SELECT_SKIP	荷材選択スキップ	base	1	スキップする	2	0												
CANCEL_DATA_DISPLAY	キャンセルデータ表示	base	0	表示しない	1	0												
CANCEL_DATA_DISPLAY	キャンセルデータ表示	base	1	全件表示	2	0												
CASE_PIC_FLG	ケースピッキングフラグ	base	0	ケースピック無	1	0												
CASE_PIC_FLG	ケースピッキングフラグ	base	1	ケースピック有	2	0												
CENTER_CLIENT_CLS	センタ・荷主区分	base	1	センタ	1	0												
CENTER_CLIENT_CLS	センタ・荷主区分	base	2	荷主	2	0												
CENTER_TRANSIT_FLG	センタ間移動フラグ	base	0	通常	1	0												
CENTER_TRANSIT_FLG	センタ間移動フラグ	base	1	センタ間移動	2	0												
CHARACTER_CD	文字コード	base	MS932	MS932	1	0												
CHARACTER_CD	文字コード	base	UTF8	UTF8	2	0												
CHARGE_QTY_0_DISPLAY	引当可能数0非表示	base	0	0表示	1	0												
CHARGE_QTY_0_DISPLAY	引当可能数0非表示	base	1	0非表示	2	0												
CHECK_DIGIT	チェックディジット	base	0	チェックディジット無	1	0												
CHECK_DIGIT	チェックディジット	base	7	7DR方式	2	0												
CODE_FLG	複数番号の有無	base	0	複数番号無	1	0												
CODE_FLG	複数番号の有無	base	1	複数番号有(個別番号の1)	2	0												
CODE_FLG	複数番号の有無	base	2	複数番号有(個別番号の2)	3	0												
CODE_FLG	複数番号の有無	base	3	複数番号有(個別番号の3)	4	0												
CODE_TYPE	個別番号の種別	base	0	大口事業所	1	0												
CODE_TYPE	個別番号の種別	base	1	私書箱	2	0												
COD_CLS	元着区分	base	1	元払	1	0												
COD_CLS	元着区分	base	2	着払	2	0												
COD_TYPE	元／着払／代引文字	base	0	元払	1	0												
COD_TYPE	元／着払／代引文字	base	1	着払	2	0												
COD_TYPE	元／着払／代引文字	base	2	代引	3	0												
COL_TYPE	列型	base	calcnumber	計算数値	1	0												
COL_TYPE	列型	base	checkbox	チェックボックス	2	0												
COL_TYPE	列型	base	date	日付	3	0												
COL_TYPE	列型	base	datetime	日時	4	0												
COL_TYPE	列型	base	dropdown	コンボボックス	5	0												
COL_TYPE	列型	base	number	数値	6	0												
COL_TYPE	列型	base	text	テキスト	7	0												
COMMENT_FLG	コメント1有無	base	0	コメント1無	1	0												
COMMENT_FLG	コメント1有無	base	1	コメント1有	2	0												
COMPANY_FLG	大口事業所フラグ	base	0	通常郵便番号	1	0												
COMPANY_FLG	大口事業所フラグ	base	1	大口事業所	2	0												
COOL_CLS	クール区分	base	0	通常	1	0												
COOL_CLS	クール区分	base	1	クール冷凍	2	0												
COOL_CLS	クール区分	base	2	クール冷蔵	3	0												
COOL_TYPE	保冷種別	base	0	保冷なし	1	0												
COOL_TYPE	保冷種別	base	1	チルド	2	0												
COOL_TYPE	保冷種別	base	2	冷凍	3	0												
COPY_TARGET_TABLE	コピー対象テーブル	base	MCarrierSlipSgw	佐川送り状マスタ	1	0												
COPY_TARGET_TABLE	コピー対象テーブル	base	MCarrierSlipYmt	ヤマト送り状マスタ	2	0												
COPY_TARGET_TABLE	コピー対象テーブル	base	MCarrierSlipYupk	ゆうパック送り状マスタ	3	0												
COPY_TARGET_TABLE	コピー対象テーブル	base	MCenterCol	センタ列マスタ	4	0												
COPY_TARGET_TABLE	コピー対象テーブル	base	MCenterItem	センタ項目マスタ	5	0												
COPY_TARGET_TABLE	コピー対象テーブル	base	MCenterScreen	センタ画面マスタ	6	0												
CORRECT_TYPE	赤黒区分	base	0	黒	1	0												
CORRECT_TYPE	赤黒区分	base	1	赤	2	0												
DATA_INPUT_COMMIT_TYPE	コミット区分	base	0	一括コミット	1	0												
DATA_INPUT_COMMIT_TYPE	コミット区分	base	1	随時コミット	2	0												
DATA_INPUT_OPERATION_TYPE	処理区分	base	0	アップロード	1	0												
DATA_INPUT_OPERATION_TYPE	処理区分	base	1	ワーク取込	2	0												
DATA_INPUT_OPERATION_TYPE	処理区分	base	2	データ移行	3	0												
DATA_INPUT_OPERATION_TYPE	処理区分	base	3	ダウンロード	4	0												
DATA_INPUT_PROCESS_TYPE	処理区分	base	0	追記のみ	1	0												
DATA_INPUT_PROCESS_TYPE	処理区分	base	1	全削除後追記	2	0												
DATA_INPUT_RANGE	取込対象	base	0	全件	1	0												
DATA_INPUT_RANGE	取込対象	base	1	未処理のみ	2	0												
DATA_INPUT_RANGE	取込対象	base	2	エラーのみ	3	0												
DATA_INPUT_TYPE	取込種類	base	01	商品マスタ取込	1	0												
DATA_INPUT_TYPE	取込種類	base	02	商品荷姿マスタ取込	2	0												
DATA_INPUT_TYPE	取込種類	base	03	取引先マスタ取込	3	0												
DATA_INPUT_TYPE	取込種類	base	04	ロケーションマスタ取込	4	0												
DATA_INPUT_TYPE	取込種類	base	05	在庫データ取込	5	0												
DATA_INPUT_TYPE	取込種類	base	06	着店マスタ取込(ヤマト運輸)	6	0												
DATA_INPUT_TYPE	取込種類	base	07	着店マスタ取込(日本郵政)	7	0												
DATA_INPUT_TYPE	取込種類	base	08	郵便番号マスタ取込	8	0												
DATA_INPUT_TYPE	取込種類	base	09	郵便番号マスタ(大口事業所)取込	9	0												
DATA_TYPE	データ型	base	date	日付	1	0												
DATA_TYPE	データ型	base	datetime	日時	2	0												
DATA_TYPE	データ型	base	number	数値	3	0												
DATA_TYPE	データ型	base	text	テキスト	4	0												
DATA_TYPE	データ型	base	time	時刻	5	0												
DEFAULT	デフォルト	base	0	デフォルトでない	1	0												
DEFAULT	デフォルト	base	1	デフォルト	2	0												
DEFAULT_FLG	デフォルトフラグ	base	0	デフォルトでない	1	0												
DEFAULT_FLG	デフォルトフラグ	base	1	デフォルト	2	0												
DELETE_DATA_DISPLAY	削除データ表示	base	0	表示しない	1	0												
DELETE_DATA_DISPLAY	削除データ表示	base	1	全件表示	2	0												
DELIVERY_FLG	納品先フラグ	base	0	未使用	1	0												
DELIVERY_FLG	納品先フラグ	base	1	使用	2	0												
DELIV_MATCH_FLG	送付先一致フラグ	base	0	不一致	1	0												
DELIV_MATCH_FLG	送付先一致フラグ	base	1	一致	2	0												
DELIV_TZ	納品時間帯	base	A	午前中	1	0												
DELIV_TZ	納品時間帯	base	B	12時～14時	2	0												
DELIV_TZ	納品時間帯	base	C	14時～16時	3	0												
DELIV_TZ	納品時間帯	base	D	16時～18時	4	0												
DELIV_TZ	納品時間帯	base	E	18時～20時	5	0												
DELIV_TZ	納品時間帯	base	F	18時～21時	6	0												
DELIV_TZ	納品時間帯	base	G	19時～21時	7	0												
DELIV_TZ	納品時間帯	base	H	20時～21時	8	0												
DELIV_TZ	納品時間帯	base	I	午前10時まで	9	0												
DELIV_TZ	納品時間帯	base	J	午後5時まで	10	0												
DEL_FLG	削除フラグ	base	0	未削除	1	0												
DEL_FLG	削除フラグ	base	1	削除済	2	0												
DEPOSIT_FLG	預託先フラグ	base	0	未使用	1	0												
DEPOSIT_FLG	預託先フラグ	base	1	使用	2	0												
DISPLAY_REQUIRED	表示必須	base	0	任意	1	0												
DISPLAY_REQUIRED	表示必須	base	1	必須	2	0												
DT_CLS	日付区分	base	0	取込日	1	0												
DT_CLS	日付区分	base	1	出荷日	2	0												
DT_CLS	日付区分	base	2	作業日	3	0												
EDITABLE	編集可否	base	0	編集不可	1	0												
EDITABLE	編集可否	base	1	編集可	2	0												
EMERGENCY_DISPLAY	緊急表示区分	base	0	全件表示	1	0												
EMERGENCY_DISPLAY	緊急表示区分	base	1	緊急のみ	2	0												
EMERGENCY_FLG	緊急フラグ	base	0	通常	1	0												
EMERGENCY_FLG	緊急フラグ	base	1	緊急	2	0												
ERROR_FLG	エラーフラグ	base	0	エラー無	1	0												
ERROR_FLG	エラーフラグ	base	1	エラー有	2	0												
ERROR_PROCESS_MET	エラー処理方法	base	0	全て取込まない	1	0												
ERROR_PROCESS_MET	エラー処理方法	base	1	エラー以外を取り込む	2	0												
FIXED_POINT	定点切れ	base	0	定点切れのみ表示	1	0												
FORCE_FIXED_FLG	強制確定フラグ	base	0	通常確定	1	0												
FORCE_FIXED_FLG	強制確定フラグ	base	1	強制確定	2	0												
FOREIGN_FLG	外貨フラグ	base	0	内貨	1	0												
FOREIGN_FLG	外貨フラグ	base	1	外貨	2	0												
GIFT_FLG	ギフトフラグ	base	0	ギフト指定無	1	0												
GIFT_FLG	ギフトフラグ	base	1	ギフト指定有	2	0												
GIFT_STATEMENT_TYPE	ギフト用納品書種別	base	0	通常	1	0												
GIFT_STATEMENT_TYPE	ギフト用納品書種別	base	1	金額非表示	2	0												
GIFT_STATEMENT_TYPE	ギフト用納品書種別	base	2	明細非表示	3	0												
HT_CHAR_READ_FLG	HT文字認識使用フラグ	base	0	未使用	1	0												
HT_CHAR_READ_FLG	HT文字認識使用フラグ	base	1	使用	2	0												
IMPORT_FLG	取込みフラグ	base	0	未取込	1	0												
IMPORT_FLG	取込みフラグ	base	1	取込済	2	0												
INFO_FLG	終了したお知らせの表示	base	0	表示する	1	0												
INFO_FLG	終了したお知らせの表示	base	1	表示しない	2	0												
INOUT_TYPE	入出庫区分	base	0	入庫	1	0												
INOUT_TYPE	入出庫区分	base	1	出庫	2	0												
INPUT_LIMIT	入力文字制限	base	^([0-1][0-9]|[2][0-3]):[0-5][0-9]$	時刻のみ(hh24:mm)	1	0												
INPUT_LIMIT	入力文字制限	base	^([0-1][0-9]|[2][0-3]):[0-5][0-9]:[0-5][0-9]$	時刻のみ(hh24:mm:ss)	2	0												
INPUT_LIMIT	入力文字制限	base	^[ -~｡-ﾟ]*$	半角文字のみ	3	0												
INPUT_LIMIT	入力文字制限	base	^[!-~]*$	英数字と記号(半角カタカナ,SPを除く)	4	0												
INPUT_LIMIT	入力文字制限	base	^[0-9\-]*$	数字と-のみ(電話番号等)	5	0												
INPUT_LIMIT	入力文字制限	base	^[0-9]*$	数字のみ	6	0												
INPUT_LIMIT	入力文字制限	base	^[0-9a-zA-Z\-]*$	英数字と-のみ	7	0												
INPUT_LIMIT	入力文字制限	base	^[0-9a-zA-Z]*$	英数字のみ	8	0												
INPUT_LIMIT	入力文字制限	base	^[^ -~｡-ﾟ]*$	全角文字のみ	9	0												
INPUT_LIMIT	入力文字制限	base	^[a-zA-Z\-]*$	英字と-のみ	10	0												
INPUT_LIMIT	入力文字制限	base	^[a-zA-Z]*$	英字のみ	11	0												
INPUT_TYPE	入力区分	base	00	画面入力	1	0												
INPUT_TYPE	入力区分	base	10	アップロード	2	0												
INPUT_TYPE	入力区分	base	20	EDI	3	0												
INPUT_TYPE	入力区分	base	30	HT	4	0												
INSPECTION_FLG	検品フラグ	base	0	未検品	1	0												
INSPECTION_FLG	検品フラグ	base	1	検品済	2	0												
INSPECTION_FLG	検品フラグ	base	7	検品作業中	3	0												
INVENTORY_LOCATION_PRODUCT	比較条件差異	base	0	商品単位の差異	1	0												
INVENTORY_LOCATION_PRODUCT	比較条件差異	base	1	ロケーション単位の差異	2	0												
INVOICE_CREATE_FLG	送り状データ出力フラグ	base	0	未出力	1	0												
INVOICE_CREATE_FLG	送り状データ出力フラグ	base	1	出力済	2	0												
ITEM_TYPE	項目型	base	checkbox	チェックボックス	1	0												
ITEM_TYPE	項目型	base	date	日付	2	0												
ITEM_TYPE	項目型	base	datetime	日時	3	0												
ITEM_TYPE	項目型	base	dropdown	コンボボックス	4	0												
ITEM_TYPE	項目型	base	grid	グリッド	5	0												
ITEM_TYPE	項目型	base	number	数値	6	0												
ITEM_TYPE	項目型	base	text	テキスト	7	0												
LAST_FLG	最新フラグ	base	0	最新でない	1	0												
LAST_FLG	最新フラグ	base	1	最新	2	0												
LIMIT_DT_MANAG_FLG	期限日管理フラグ	base	0	管理しない	1	0												
LIMIT_DT_MANAG_FLG	期限日管理フラグ	base	1	管理する	2	0												
LIMIT_DT_REVERSE_FLG	期限日逆転防止フラグ	base	0	管理しない	1	0												
LIMIT_DT_REVERSE_FLG	期限日逆転防止フラグ	base	1	管理する	2	0												
LIMIT_MESSAGE_CD	制限メッセージCD	base	inputLimitCheckAlphabetAndHyphenOnlyError	英字と-のみメッセージCD	1	0												
LIMIT_MESSAGE_CD	制限メッセージCD	base	inputLimitCheckAlphabetAndNumericAndHyphenOnlyError	英数字と-のみメッセージCD	2	0												
LIMIT_MESSAGE_CD	制限メッセージCD	base	inputLimitCheckAlphabetAndNumericAndSymbolOnlyError	英数字と記号(半角カタカナ,SPを除く)メッセージCD	3	0												
LIMIT_MESSAGE_CD	制限メッセージCD	base	inputLimitCheckAlphabetAndNumericOnlyError	英数字のみメッセージCD	4	0												
LIMIT_MESSAGE_CD	制限メッセージCD	base	inputLimitCheckAlphabetOnlyError	英字のみメッセージCD	5	0												
LIMIT_MESSAGE_CD	制限メッセージCD	base	inputLimitCheckFullWidthOnlyError	全角文字のみメッセージCD	6	0												
LIMIT_MESSAGE_CD	制限メッセージCD	base	inputLimitCheckHalfWidthOnlyError	半角文字のみメッセージCD	7	0												
LIMIT_MESSAGE_CD	制限メッセージCD	base	inputLimitCheckNumericAndHyphenOnlyError	数字と-のみ(電話番号等)メッセージCD	8	0												
LIMIT_MESSAGE_CD	制限メッセージCD	base	inputLimitCheckNumericOnlyError	数字のみメッセージCD	9	0												
LIMIT_MESSAGE_CD	制限メッセージCD	base	inputLimitCheckTimeHHMMSSOnlyError	時刻のみ(hh24:mm:ss)メッセージCD	10	0												
LIMIT_MESSAGE_CD	制限メッセージCD	base	inputLimitCheckTimeOnlyError	時刻のみ(hh24:mm)メッセージCD	11	0												
LINE_FEED_CD	改行コード	base	1	CRLF	1	0												
LINE_FEED_CD	改行コード	base	2	CR	2	0												
LINE_FEED_CD	改行コード	base	3	LF	3	0												
LIST_OUT_FLG	リスト発行フラグ	base	0	未発行	1	0												
LIST_OUT_FLG	リスト発行フラグ	base	1	発行済	2	0												
LIST_OUT_FLG_DISP	リスト発行フラグ(一覧表示用)	base	0	未発行	1	0												
LIST_OUT_FLG_DISP	リスト発行フラグ(一覧表示用)	base	1	発行済	2	0												
LIST_OUT_FLG_DISP	リスト発行フラグ(一覧表示用)	base	2	一部発行済	3	0												
LIST_OUT_KBN	発行区分	base	0	未発行	1	0												
LIST_OUT_KBN	発行区分	base	1	発行済	2	0												
LIST_OUT_KBN	発行区分	base	2	全件	3	0												
LOADING_FLG	積込フラグ	base	0	未検品	1	0												
LOADING_FLG	積込フラグ	base	1	検品済	2	0												
LOCATION_TYPE	ロケーション種別	base	00	通常ロケーション	1	0												
LOCATION_TYPE	ロケーション種別	base	01	入庫仮ロケーション	2	0												
LOCKOUT	ロックアウト	base	0	アンロック	1	0												
LOCKOUT	ロックアウト	base	1	ロックアウト	2	0												
LOG_DTL_STATUS	ログ明細ステータス	base	1	情報	1	0												
LOG_DTL_STATUS	ログ明細ステータス	base	2	警告	2	0												
LOG_DTL_STATUS	ログ明細ステータス	base	3	エラー	3	0												
LOG_DTL_TYPE	ログ明細種別	base	1	セクション開始ログ	1	0												
LOG_DTL_TYPE	ログ明細種別	base	2	セクション終了ログ	2	0												
LOG_DTL_TYPE	ログ明細種別	base	3	明細ログ	3	0												
LOG_DTL_TYPE	ログ明細種別	base	4	基盤出力ログ	4	0												
LOG_STATUS	ログステータス	base	1	処理中	1	0												
LOG_STATUS	ログステータス	base	2	正常終了	2	0												
LOG_STATUS	ログステータス	base	3	異常終了	3	0												
LOT_MANAG_FLG	ロット管理フラグ	base	0	管理しない	1	0												
LOT_MANAG_FLG	ロット管理フラグ	base	1	管理する	2	0												
LOT_REVERSE_FLG	ロット逆転防止フラグ	base	0	管理しない	1	0												
LOT_REVERSE_FLG	ロット逆転防止フラグ	base	1	管理する	2	0												
MERGE_CLS	入庫No.マージ区分	base	00	マージしない	1	0												
MERGE_CLS	入庫No.マージ区分	base	01	ピックロケのみ自動マージ	2	0												
MERGE_CLS	入庫No.マージ区分	base	02	自動マージ	3	0												
MERGE_FLG	名寄せ有無	base	0	名寄せ無	1	0												
MERGE_FLG	名寄せ有無	base	1	名寄せ有	2	0												
MESSAGE_TYPE	属性	base	confirm	確認	1	0												
MESSAGE_TYPE	属性	base	error	エラー	2	0												
MESSAGE_TYPE	属性	base	info	情報	3	0												
MESSAGE_TYPE	属性	base	warn	警告	4	0												
MIXED_FLG	混載フラグ	base	0	単品	1	0												
MIXED_FLG	混載フラグ	base	1	混載	2	0												
MOVE_INST_STATUS	在庫移動指示ステータス	base	00	未作業	1	0												
MOVE_INST_STATUS	在庫移動指示ステータス	base	01	作業中	2	0												
MOVE_INST_STATUS	在庫移動指示ステータス	base	02	完了	3	0												
MOVE_INST_STATUS	在庫移動指示ステータス	base	99	取消	4	0												
MULTI_PIC_CLS	マルチピック計算区分	base	0	マルチピック計算無	1	0												
MULTI_PIC_CLS	マルチピック計算区分	base	1	マルチピック計算有	2	0												
MULTI_PIC_FLG	マルチピック計算フラグ	base	0	計算無	1	0												
MULTI_PIC_FLG	マルチピック計算フラグ	base	1	計算有	2	0												
NECESSARY	必須	base	0	任意	1	0												
NECESSARY	必須	base	1	必須	2	0												
NOT_COMPLETED_FLG	未完了のみ表示	base	0	全件表示	1	0												
NOT_COMPLETED_FLG	未完了のみ表示	base	1	未完了のみ表示	2	0												
NO_ALLC_DISPLAY_FLG	未出庫全件表示区分	base	0	全件ではない	1	0												
NO_ALLC_DISPLAY_FLG	未出庫全件表示区分	base	1	全件表示	2	0												
NO_CONFIRMED_FLG	未確定のみ表示	base	0	全件表示	1	0												
NO_CONFIRMED_FLG	未確定のみ表示	base	1	未確定のみ表示	2	0												
NO_STOCK_CLS	下積み厳禁区分	base	0	無	1	0												
NO_STOCK_CLS	下積み厳禁区分	base	1	有	2	0												
NO_STOCK_OUT_FLG	欠品無のみ表示	base	0	欠品無のみ表示	1	0												
NO_STOCK_OUT_FLG	欠品無のみ表示	base	1	欠品有のみ表示	2	0												
NO_UPSIDE_DOWN_CLS	逆さま厳禁区分	base	0	無	1	0												
NO_UPSIDE_DOWN_CLS	逆さま厳禁区分	base	1	有	2	0												
ONETIME_FLG	ワンタイムフラグ	base	0	未使用	1	0												
ONETIME_FLG	ワンタイムフラグ	base	1	使用	2	0												
OVER_STORE_NUM_FLG	HT/SD過入荷可フラグ	base	0	不可	1	0												
OVER_STORE_NUM_FLG	HT/SD過入荷可フラグ	base	1	可能	2	0												
PACKING_CAL_CLS	梱包計算処理区分	base	0	梱包計算無	1	0												
PACKING_CAL_CLS	梱包計算処理区分	base	1	容積と重量による梱包計算	2	0												
PACKING_PROCESS_CLS	梱包方法	base	0	受取側考慮(出荷指示昇順)	1	0												
PACKING_PROCESS_CLS	梱包方法	base	1	なるべく詰める(容積降順)	2	0												
PACKING_SHOW_FLG	個数口表示フラグ	base	0	表示する	1	0												
PACKING_SHOW_FLG	個数口表示フラグ	base	1	表示しない	2	0												
PACKING_STATUS	梱包ステータス	base	10	未出荷	1	0	PACKING_STATUS_SELECT	プルダウン用梱包ステータス	1	0								
PACKING_STATUS	梱包ステータス	base	15	出庫指示中	2	0	PACKING_STATUS_SELECT	プルダウン用梱包ステータス										
PACKING_STATUS	梱包ステータス	base	20	出庫指示解除中	3	0	PACKING_STATUS_SELECT	プルダウン用梱包ステータス										
PACKING_STATUS	梱包ステータス	base	25	出庫指示済	4	0	PACKING_STATUS_SELECT	プルダウン用梱包ステータス	1	0								
PACKING_STATUS	梱包ステータス	base	30	ピッキング中	5	0	PACKING_STATUS_SELECT	プルダウン用梱包ステータス	1	0								
PACKING_STATUS	梱包ステータス	base	35	ピッキング済	6	0	PACKING_STATUS_SELECT	プルダウン用梱包ステータス	1	0								
PACKING_STATUS	梱包ステータス	base	40	出荷検品中	7	0	PACKING_STATUS_SELECT	プルダウン用梱包ステータス	1	0								
PACKING_STATUS	梱包ステータス	base	45	出荷検品中断	8	0	PACKING_STATUS_SELECT	プルダウン用梱包ステータス	1	0								
PACKING_STATUS	梱包ステータス	base	50	出荷検品済	9	0	PACKING_STATUS_SELECT	プルダウン用梱包ステータス	1	0								
PACKING_STATUS	梱包ステータス	base	55	出荷確定済	10	0	PACKING_STATUS_SELECT	プルダウン用梱包ステータス	1	0								
PACKING_STATUS	梱包ステータス	base	90	キャンセル	11	0	PACKING_STATUS_SELECT	プルダウン用梱包ステータス	1	0								
PACKING_STATUS	梱包ステータス	base	99	エラー有	12	0	PACKING_STATUS_SELECT	プルダウン用梱包ステータス	1	0								
PASSWORD_RESET	パスワードリセット	base	0	強制しない	1	0												
PASSWORD_RESET	パスワードリセット	base	1	強制する	2	0												
PAST_STORE_DT_FLG	HT/SD過去日入力可フラグ	base	0	不可	1	0												
PAST_STORE_DT_FLG	HT/SD過去日入力可フラグ	base	1	可能	2	0												
PHYSICAL_DELETE	削除	base	1	削除	1	0												
PICKING_FLG	出庫フラグ	base	0	未出庫	1	0												
PICKING_FLG	出庫フラグ	base	1	出庫済	2	0												
PICKING_FLG	出庫フラグ	base	7	出庫作業中	3	0												
PICKING_LOCATION_FLG	ピックロケフラグ	base	0	ピックロケーション以外	1	0												
PICKING_LOCATION_FLG	ピックロケフラグ	base	1	ピックロケーション	2	0												
PICKING_STATUS	出庫ステータス	base	10	未出荷	1	0	PICKING_STATUS_SELECT	プルダウン用出庫ステータス	1	0								
PICKING_STATUS	出庫ステータス	base	15	出庫指示中	2	0	PICKING_STATUS_SELECT	プルダウン用出庫ステータス										
PICKING_STATUS	出庫ステータス	base	20	出庫指示解除中	3	0	PICKING_STATUS_SELECT	プルダウン用出庫ステータス										
PICKING_STATUS	出庫ステータス	base	25	出庫指示済	4	0	PICKING_STATUS_SELECT	プルダウン用出庫ステータス	1	0								
PICKING_STATUS	出庫ステータス	base	30	ピッキング中	5	0	PICKING_STATUS_SELECT	プルダウン用出庫ステータス	1	0								
PICKING_STATUS	出庫ステータス	base	35	ピッキング済	6	0	PICKING_STATUS_SELECT	プルダウン用出庫ステータス	1	0								
PICKING_STATUS	出庫ステータス	base	40	出荷検品中	7	0	PICKING_STATUS_SELECT	プルダウン用出庫ステータス	1	0								
PICKING_STATUS	出庫ステータス	base	45	出荷検品中断	8	0	PICKING_STATUS_SELECT	プルダウン用出庫ステータス	1	0								
PICKING_STATUS	出庫ステータス	base	50	出荷検品済	9	0	PICKING_STATUS_SELECT	プルダウン用出庫ステータス	1	0								
PICKING_STATUS	出庫ステータス	base	55	出荷確定済	10	0	PICKING_STATUS_SELECT	プルダウン用出庫ステータス	1	0								
PICKING_STATUS	出庫ステータス	base	90	キャンセル	11	0	PICKING_STATUS_SELECT	プルダウン用出庫ステータス	1	0								
PICKING_STATUS	出庫ステータス	base	99	エラー有	12	0	PICKING_STATUS_SELECT	プルダウン用出庫ステータス	1	0								
PIC_CLS	ピッキング方法	base	1	一次ピッキング	1	0												
PIC_CLS	ピッキング方法	base	2	二次ピッキング	2	0												
PIC_CLS	ピッキング方法	base	3	ケースピッキング	3	0												
PIC_CLS	ピッキング方法	base	4	送り状・荷札	4	0												
PIC_MTHD_RCMD_BREAK_KEY	最適ピック提案ブレイクキー	base	1	配送コース	1	0												
PIC_MTHD_RCMD_BREAK_KEY	最適ピック提案ブレイクキー	base	2	運送業者	2	0												
PIC_MTHD_RCMD_FLG	最適ピック提案フラグ	base	0	未使用	1	0												
PIC_MTHD_RCMD_FLG	最適ピック提案フラグ	base	1	使用	2	0												
PIC_MTHD_RCMD_LIST_OUT	最適ピックリスト出力フラグ	base	0	出力しない	1	0												
PIC_MTHD_RCMD_LIST_OUT	最適ピックリスト出力フラグ	base	1	出力する	2	0												
POST_TYPE	郵便種別	base	0	ゆうパック	1	0												
POST_TYPE	郵便種別	base	1	ゆうメール	2	0												
POST_TYPE	郵便種別	base	2	通常(定型)	3	0												
POST_TYPE	郵便種別	base	3	通常(定型外)	4	0												
POST_TYPE	郵便種別	base	5	ポスパケット	5	0												
POST_TYPE	郵便種別	base	6	宛名ラベル	6	0												
PRINTED_FLG	再印刷有無	base	0	有	1	0												
PRINTED_FLG	再印刷有無	base	1	無	2	0												
PRINT_DATA_TYPE	印刷データタイプ	base	1	通常	1	0												
PRINT_DATA_TYPE	印刷データタイプ	base	2	保護PDF	2	0												
